candidate_set_size,shared_cand_set_size,label_mode,ordering,k,victim_accuracy_drop_mean,victim_accuracy_drop_std,n_seeds
2500,10000,endpoint,random,2470,0.0362845778465271,0.005041636919549757,5
2500,10000,endpoint,random,2480,0.036600780487060544,0.004949395128377489,5
2500,10000,endpoint,random,2490,0.03667982816696167,0.005422374704994087,5
2500,10000,endpoint,random,2500,0.036442685127258304,0.005357158713580525,5
2500,10000,endpoint,random,2510,0.03588933944702148,0.005164115865790409,5
2500,10000,endpoint,random,2520,0.03581029176712036,0.005285213785725472,5
2500,10000,endpoint,random,2530,0.03581027984619141,0.005466847206644599,5
2500,10000,endpoint,random,2540,0.03604742288589478,0.005357159153296209,5
2500,10000,endpoint,random,2550,0.03596838712692261,0.004928823672667971,5
2500,10000,endpoint,random,2560,0.036363637447357176,0.004726588134612313,5
2500,10000,endpoint,random,2570,0.03573123216629028,0.00485378093627113,5
2500,10000,endpoint,random,2580,0.03541501760482788,0.004406718656864279,5
2500,10000,endpoint,random,2590,0.035019755363464355,0.0038585711111253558,5
2500,10000,endpoint,random,2600,0.035494065284729,0.0039267921454496,5
2500,10000,endpoint,random,2610,0.035494065284729,0.0033351891494504448,5
2500,10000,endpoint,random,2620,0.03588933944702148,0.0034728676079156463,5
2500,10000,endpoint,random,2630,0.036126482486724856,0.003968325595800938,5
2500,10000,endpoint,random,2640,0.03604743480682373,0.004063639302844768,5
2500,10000,endpoint,random,2650,0.03699605464935303,0.0038787464064228587,5
2500,10000,endpoint,random,2660,0.037549400329589845,0.003842332651496024,5
2500,10000,endpoint,random,2670,0.0372331976890564,0.0031297569139833886,5
2500,10000,endpoint,random,2680,0.03691699504852295,0.0030565200378117937,5
2500,10000,endpoint,random,2690,0.03699605464935303,0.003372429691415562,5
2500,10000,endpoint,random,2700,0.03707510232925415,0.002361631515991784,5
2500,10000,endpoint,random,2710,0.0369170069694519,0.002718374545927079,5
2500,10000,endpoint,random,2720,0.03739131689071655,0.002830971078603731,5
2500,10000,endpoint,random,2730,0.03833993673324585,0.003654774393068792,5
2500,10000,endpoint,random,2740,0.038814234733581546,0.004324420067464077,5
2500,10000,endpoint,random,2750,0.03936759233474731,0.003888804344176382,5
2500,10000,endpoint,random,2760,0.03960474729537964,0.004092388051264637,5
2500,10000,endpoint,random,2770,0.03976285457611084,0.003898850233510085,5
2500,10000,endpoint,random,2780,0.04000000953674317,0.004387163395323766,5
2500,10000,endpoint,random,2790,0.03968379497528076,0.004271680094692668,5
2500,10000,endpoint,random,2800,0.03976284265518189,0.0038787555170760385,5
2500,10000,endpoint,random,2810,0.03999999761581421,0.004158634766734073,5
2500,10000,endpoint,random,2820,0.03992094993591309,0.003982086632669163,5
2500,10000,endpoint,random,2830,0.03968380689620972,0.004188577304931889,5
2500,10000,endpoint,random,2840,0.03913043737411499,0.004173660546855476,5
2500,10000,endpoint,random,2850,0.038972342014312746,0.003776697521050318,5
2500,10000,endpoint,random,2860,0.03976285457611084,0.004353201877488326,5
2500,10000,endpoint,random,2870,0.03960473537445068,0.004939907641721652,5
2500,10000,endpoint,random,2880,0.03936758041381836,0.004861810551409896,5
2500,10000,endpoint,random,2890,0.03976285457611084,0.004780799409723356,5
2500,10000,endpoint,random,2900,0.040237152576446535,0.004671700427224534,5
2500,10000,endpoint,random,2910,0.040316200256347655,0.0045325429720638275,5
2500,10000,endpoint,random,2920,0.04063241481781006,0.004466570546439551,5
2500,10000,endpoint,random,2930,0.04039524793624878,0.004186719449979653,5
2500,10000,endpoint,random,2940,0.040237152576446535,0.004278984999845824,5
2500,10000,endpoint,random,2950,0.04007905721664429,0.003848424364289748,5
2500,10000,endpoint,random,2960,0.04039524793624878,0.0037849839972547324,5
2500,10000,endpoint,random,2970,0.04039524793624878,0.0039168275461714756,5
2500,10000,endpoint,random,2980,0.040395259857177734,0.003616098803301336,5
2500,10000,endpoint,random,2990,0.04086955785751343,0.0035529088281905045,5
2500,10000,endpoint,random,3000,0.04086956977844238,0.0032304677013942386,5
2500,10000,endpoint,random,3010,0.04102767705917358,0.0032641448377435513,5
2500,10000,endpoint,random,3020,0.04118577241897583,0.0032159280984873384,5
2500,10000,endpoint,random,3030,0.04110672473907471,0.003882772647196746,5
2500,10000,endpoint,random,3040,0.041185760498046876,0.0035397002512556107,5
2500,10000,endpoint,random,3050,0.041501963138580324,0.003633338780345895,5
2500,10000,endpoint,random,3060,0.041422915458679196,0.0035944328815448907,5
2500,10000,endpoint,random,3070,0.0415810227394104,0.003637641189246953,5
2500,10000,endpoint,random,3080,0.041581034660339355,0.003956504406206634,5
2500,10000,endpoint,random,3090,0.041501963138580324,0.003306931713346527,5
2500,10000,endpoint,random,3100,0.04166007041931152,0.003475082715830058,5
2500,10000,endpoint,random,3110,0.041660082340240476,0.0034750854276862646,5
2500,10000,endpoint,random,3120,0.0415810227394104,0.0035507104239664963,5
2500,10000,endpoint,random,3130,0.041501975059509276,0.003654779227679056,5
2500,10000,endpoint,random,3140,0.041660082340240476,0.0035419071522834605,5
2500,10000,endpoint,random,3150,0.0415810227394104,0.003866634607994756,5
2500,10000,endpoint,random,3160,0.04189722537994385,0.0037392945416724606,5
